oiii_5007_flux,h_beta_flux,nii_6584_flux,h_alpha_flux,sii_6717_flux,sii_6731_flux,oi_6300_flux
35.49811,17.76517,39.49279,67.14437,37.14276,27.12105,15.86272
39.71404,105.2033,222.9837,561.8025,101.6764,71.89349,17.25616
52.75092,31.86984,194.2612,138.4596,51.94826,37.34515,25.0229
2647.377,1366.185,1405.111,5197.772,1311.903,933.1668,589.3735
49.26066,21.99811,174.3725,99.54891,56.58752,54.56881,19.7281
73.28197,197.9447,657.7089,1133.074,167.4599,153.494,32.36502
91.32575,59.40524,300.6671,181.6204,54.15887,43.31325,29.59916
75.29138,382.9819,716.909,1712.099,194.6693,186.8106,16.38627
277.9444,118.3243,55.25258,406.0741,60.83182,44.29213,15.8552
25.52046,37.05431,113.1445,193.0247,47.17633,37.45667,14.50386
90.77774,53.76564,109.8104,194.5031,52.99306,39.12579,9.178971
79.7872,35.22026,65.17779,169.4958,45.4316,28.99174,19.56686
174.4611,60.436,378.5031,222.2644,86.13559,75.14409,19.84374
128.3524,219.5367,619.8478,1077.591,165.1208,137.1231,30.89116
160.8464,155.4426,401.7642,649.2465,98.58118,84.30072,23.12678
1105.608,238.0518,32.18955,775.8239,62.78467,41.03305,13.97337
101.7728,207.122,291.5652,840.5261,207.8634,153.1714,32.09303
52.82746,202.5223,310.2231,893.317,148.3019,107.4078,20.45086
81.52445,51.01744,69.11732,92.2344,32.57203,23.1378,12.9739
95.68304,77.10213,144.485,287.8391,96.5467,71.40109,23.07943
29.88053,8.96587,53.5677,53.97966,9.609322,14.12925,22.13307
17.94622,16.71783,45.22288,53.72521,28.58568,18.28644,7.247044
14.23274,24.94085,69.19268,116.6238,39.50791,30.99337,14.0632
1027.43,409.3839,1427.858,2379.786,447.1571,368.4653,97.88359
31.34302,107.73,225.9096,540.3392,88.42536,67.51175,20.70743
14.20174,21.03303,50.87291,87.08808,13.16551,15.05187,5.134425
14.105,15.66549,33.93078,40.22101,18.01535,9.270593,10.28929
3313.561,985.8778,191.0465,3139.971,305.6954,213.7514,47.63567
22.45683,16.6624,67.62768,50.10822,14.26335,7.383608,12.73533
347.3569,202.4296,624.7854,1038.777,153.8056,127.2406,45.64425
24.04327,13.80486,83.58966,50.27314,45.50949,34.64591,5.551488
33.12246,29.15987,85.65691,106.4687,40.60607,27.86972,11.16549
233.5701,218.9277,208.5416,880.4293,182.0412,129.0606,27.76301
33.81099,57.00483,130.5585,259.2299,71.18841,53.68431,12.85485
15.01661,13.501,47.46414,53.36045,13.2477,14.54683,5.323659
22.17124,49.71694,98.26776,214.6214,55.67309,38.14407,9.644562
9.140394,10.07808,32.20707,23.59919,9.192944,9.010609,5.443191
49.52264,162.7291,333.327,778.3023,105.5483,83.08681,22.51504
34.37392,21.49389,85.09145,59.54611,45.67001,28.72811,19.4916
350.3897,554.07,504.8588,1914.254,341.8654,239.602,34.11217
23.68704,51.93074,107.4111,205.0637,47.6656,33.74128,6.716368
45.72792,97.51251,171.0914,439.4269,92.08627,60.36573,15.54085
41.48349,59.90419,93.73398,220.6378,60.25117,47.31096,10.41067
41.0565,158.1559,309.6014,750.4973,97.88874,82.52962,13.63131
14.64508,76.63808,117.7468,330.8984,55.40551,41.8852,10.19624
49.85101,42.98731,92.45729,101.4962,35.09729,43.11327,22.18227
39.92252,26.8444,67.65366,67.86206,26.90569,27.8166,22.17817
1062.649,420.7305,196.7555,1460.635,183.1889,127.57,34.99879
244.2372,223.4721,169.8586,805.8898,167.7845,117.5236,20.50099
21.60582,83.90424,135.2643,347.6779,57.25828,44.41063,11.25084
279.7932,204.1047,160.0783,798.2021,147.4292,107.9763,29.27903
80.44971,151.9632,429.3964,832.8035,137.4562,106.6963,34.57899
18.65348,14.15934,77.95375,55.66469,20.6755,16.52384,6.250504
116.1384,34.00743,130.2698,103.6235,28.98862,23.71656,8.252753
23.87011,78.89091,171.3989,347.4527,32.13657,33.8802,9.847842
64.11434,54.95213,463.188,409.2095,100.4041,81.33582,37.88857
24.71171,43.21151,108.373,145.2336,17.10151,19.38176,5.978797
49.22781,38.92123,101.4867,98.58265,47.30177,32.26115,10.18996
42.62907,29.08081,100.1955,92.4296,42.32818,26.85936,13.46209
613.5621,512.2106,355.7829,1889.563,320.7003,221.267,52.14521
39.40815,14.11277,69.59591,58.06774,38.73775,12.63077,11.46302
276.4077,198.9622,975.7749,625.7003,408.2077,281.4076,131.662
110.3586,75.97816,303.0448,231.3511,150.0092,47.64914,30.08012
42.73401,143.2312,359.9831,668.1257,140.7559,103.6092,25.71245
41.36663,109.8709,170.0598,416.3345,74.47535,64.5928,14.65971
13.26169,8.104367,36.06565,41.32193,11.32914,12.3592,5.841261
370.3414,66.71555,481.7937,305.0833,112.8472,143.6919,79.89698
330.3382,650.2484,1024.334,2920.161,361.2073,265.9103,44.67806
37.55304,13.80166,103.7657,60.19116,46.54881,44.04605,7.363887
226.585,776.2769,1894.952,3296.398,575.8353,456.3225,99.20278
1024.085,687.1371,369.7646,2162.013,324.3098,240.3662,36.48069
47.92965,16.81128,119.4011,79.39315,41.8348,30.97381,19.10871
25.90211,71.0465,295.6295,616.3153,68.01567,56.72193,10.32383
156.3712,23.51612,157.0658,118.4075,50.92284,43.31015,16.51779
27.00213,15.71448,87.813,53.60236,26.06318,12.41215,10.30651
18.15262,23.74061,18.83492,53.74833,11.74576,6.638271,6.657981
146.1157,121.3502,251.1433,534.6487,74.61526,64.8137,22.36998
154.5229,191.5775,497.0009,902.9235,85.04059,69.02772,22.82803
48.28056,36.05869,162.3967,157.4023,64.31824,50.2439,22.10588
25.26984,13.17646,124.4427,61.06118,42.04513,32.8773,16.58043
68.11566,72.8396,314.3987,242.1869,92.32007,151.5421,47.29453
589.9919,68.55782,211.5174,218.4902,56.08008,63.72618,23.17101
128.9776,199.3427,885.7742,1116.432,180.485,165.8725,41.42556
66.73203,175.8877,229.5382,639.5201,113.1937,78.19939,14.31145
54.39825,112.0713,324.2578,501.133,100.8686,73.13678,8.281255
18.0801,22.89433,61.66031,67.13113,43.54285,23.04041,6.124174
2675.399,696.9906,162.6303,2343.553,202.2227,149.8137,45.25938
20.70595,43.05613,81.689,158.2473,35.23351,31.43334,8.507837
37.5869,21.3308,97.69651,88.04071,54.73736,37.82402,15.13983
1136.223,918.5247,855.0745,3958.609,545.879,389.2354,70.51678
255.7234,374.8689,480.7673,1398.959,223.7459,172.2532,20.1974
95.12025,61.69408,59.02396,193.031,45.9211,37.03549,6.234475
24.51517,24.97853,86.62843,94.52364,29.6131,17.34393,18.15603
134.1389,232.3111,390.1364,1069.135,194.1779,136.7486,32.50182
75.51292,96.31742,209.5399,361.9939,96.47271,74.11937,14.4342
113.1292,215.3521,568.1263,1079.877,286.0114,205.6789,44.81044
30.88048,141.1279,199.6268,590.0947,108.3792,73.04491,15.78073
45.43904,34.64853,138.804,146.0919,57.60593,39.18411,13.87448
122.8844,186.6728,455.5857,839.5562,132.5467,106.7685,33.35605
38.7471,136.0535,192.2852,547.4431,90.86388,64.2236,14.34566
122.4317,89.6415,70.43834,332.7552,69.18819,47.24025,11.79393
49.18487,168.0462,229.6042,684.7855,108.5823,79.33283,14.72332
3823.379,811.241,2141.056,3142.346,692.6124,575.1188,200.8084
29.20453,66.72633,334.1664,522.2158,104.3741,77.48061,27.76465
54.46172,30.76604,78.35149,98.67377,35.68128,42.63347,10.7106
41.79867,36.19481,135.3982,93.17113,31.36408,43.50996,5.022514
29.50634,20.08768,96.0267,112.5336,42.84689,15.69405,9.180797
104.9001,92.01601,158.7709,331.3511,71.65538,56.78777,13.85595
104.5213,30.5426,104.4598,102.8045,35.43296,30.73473,7.855573
34.93206,18.66879,47.18579,77.70351,19.01934,13.22639,11.50761
210.3417,65.67429,390.4172,280.8996,168.0658,124.2043,77.17096
51.5882,153.5018,245.0057,687.2932,125.7067,89.56715,20.13897
425.6101,195.0813,62.6766,583.8047,93.47561,69.12656,16.24609
24.10399,13.39378,51.377,51.46354,29.51114,23.63099,7.278315
30.81154,47.74884,86.00274,221.5454,27.47857,22.43583,8.314443
22.76351,7.179455,28.52286,23.17879,9.416703,16.33141,5.212527
16.14131,6.183236,59.22882,24.22823,12.26149,7.17209,6.766662
12.71691,8.446475,54.46909,48.60868,12.71664,7.093647,8.656485
161.365,40.60748,164.2433,170.1499,55.46016,43.0848,31.64798
36.01634,12.83326,107.8686,70.42695,40.0718,30.40437,18.35718
107.2128,51.55415,253.6725,183.6181,90.74758,75.54475,27.82177
51.10178,21.1855,133.5889,93.74517,61.18247,53.0076,22.46424
53.10831,28.79081,53.60388,86.27274,47.64838,35.45926,13.42068
83.77504,238.3134,663.8512,974.1227,250.4653,180.8411,45.14074
54.32807,28.89977,61.64981,93.5068,53.18655,33.97784,16.42558
13.21212,28.86229,64.37592,124.9169,29.78311,23.60977,6.150773
51.03823,198.2558,378.2222,966.3131,133.4651,92.07851,23.57063
15.72667,31.99799,71.26729,140.9322,39.71868,26.41331,6.344131
29.46897,85.58129,337.5311,602.9926,85.34542,65.98266,23.99148
613.4044,437.1465,310.5818,1488.539,280.9764,195.9215,41.01726
15.446,131.3497,228.0447,714.1693,75.88675,50.49787,12.01978
27.74737,130.3933,225.4702,701.065,74.32945,48.86185,9.466248
560.5691,1035.339,1445.838,4496.923,841.1516,610.5305,78.50989
40.64403,24.98135,81.89633,65.77863,28.27749,12.47606,22.47134
73.42221,122.6134,215.4026,490.4137,85.31889,66.2863,15.22566
39.43892,181.5175,350.8166,1032.023,103.5055,75.17349,17.09163
28.10118,23.87013,47.91025,82.15638,47.07954,30.94591,16.3436
103.8398,276.496,548.5978,1123.167,207.491,145.4198,39.63556
48.33464,16.97438,89.45554,50.16925,32.22144,17.9173,6.631739
27.08342,18.52153,109.3364,66.4944,50.54393,36.67122,20.9401
148.9064,512.6524,736.7395,2048.835,335.3687,249.7868,38.18141
146.4873,65.13222,190.237,182.1016,124.1717,65.96523,8.39914
35.52508,64.11767,212.991,302.0073,78.50378,54.91417,20.74199
88.9788,504.8961,769.496,2155.872,304.5119,230.9537,29.19358
26.39413,41.4026,61.94275,123.3723,9.650682,8.859176,11.70681
91.43392,56.49644,302.2168,181.4016,90.12815,59.64164,14.56266
18.52161,11.70284,45.25536,36.89943,22.5952,20.17213,14.95652
37.00549,133.7188,299.9203,600.0647,83.23147,57.2937,12.69767
98.46401,53.56182,272.944,198.9659,125.5589,89.5785,36.66035
59.9229,380.7486,674.4839,1763.629,183.8311,153.8292,24.67488
36.8093,9.637452,47.40872,44.06162,11.02606,8.864577,5.61727
100.3207,180.7948,255.3821,786.8347,153.7573,107.3112,14.16236
17.92277,68.7094,131.9547,354.7483,39.39807,28.31512,5.099497
35.58322,24.05738,83.09525,62.50152,39.48162,23.90987,12.87162
54.42681,65.26867,125.2902,219.3823,60.92351,29.22196,9.75999
31.01846,131.0158,283.3629,667.6129,113.2385,88.34414,17.2599
27.83021,18.19513,84.34807,49.34575,20.73835,6.1966,12.18349
104.3436,35.13643,192.9008,139.2824,68.67866,40.06861,30.01403
34.52916,71.06889,178.8364,361.4609,72.31905,53.28716,14.05358
68.37374,41.39261,192.6795,141.5961,85.98193,66.61408,16.8377
60.46198,166.3298,475.2586,864.1115,147.104,130.1877,33.18779
1063.676,575.1038,347.6087,2161.723,304.8479,219.5469,53.82291
47.01751,32.56443,179.2511,133.5696,58.95446,50.32601,33.46952
46.70973,71.65157,99.66796,268.1737,79.69186,50.85272,15.54475
60.05766,38.08412,98.65913,92.39754,54.48736,30.45542,23.84523
3778.676,1270.403,342.9664,4142.447,469.8957,334.0352,70.95148
76.33166,30.86497,84.02513,52.38531,8.865692,12.38431,12.95956
31.02529,93.7674,164.2837,419.0278,69.60053,48.86513,10.05871
43.99255,60.77964,160.7774,223.3484,91.26579,55.94456,15.66006
101.4953,209.1628,528.5552,897.0853,143.9889,109.3671,39.85667
1590.375,204.4299,1230.203,837.0329,251.502,259.2352,188.0199
82.04746,64.12842,356.3878,286.0668,173.9742,120.3472,48.73329
14.63168,62.63427,97.85381,232.9732,38.11988,27.38219,5.133343
38.28723,66.03759,188.1181,332.1492,77.88196,56.64967,16.46022
61.68229,192.9209,360.3842,759.1042,132.3492,97.93302,26.20873
227.6794,559.9781,981.0143,2204.077,359.7871,259.2918,45.95247
59.26295,414.5505,819.6664,1571.983,184.5504,187.8914,18.2713
371.437,345.0653,275.1361,1179.22,218.5967,152.5823,26.6224
29.15595,105.6431,216.8343,480.1401,76.49406,48.60965,14.0931
29.64917,20.36814,102.2604,82.07056,37.00985,25.46195,20.10193
53.73903,254.3957,529.7202,1217.567,164.7686,144.4958,35.42366
411.404,558.7403,594.5686,2029.179,382.7638,272.5665,49.20207
67.70024,47.56584,171.5225,122.1453,65.30167,32.09653,12.67938
915.013,1510.253,2526.431,6277.663,946.6136,747.3712,106.0114
353.6684,209.062,748.7934,1080.399,170.3718,160.5755,43.91167
21.14814,93.23592,123.2224,364.7225,77.1537,55.76587,6.657067
421.8578,316.8828,225.3209,999.682,197.0455,140.1884,21.76192
75.55452,259.3414,317.6989,912.0994,165.8764,116.4015,19.20752
18.09956,9.147541,54.45549,40.31809,19.27916,12.10576,10.82897
56.65468,28.8571,81.11439,103.4093,51.94366,34.27346,18.69619
32.74794,66.30264,184.4022,276.1074,75.34716,57.57133,16.81851
95.50023,130.6612,157.3086,556.0891,122.9371,85.38037,19.57971
207.5845,43.178,231.4742,246.6694,86.41604,65.17786,33.30185
34.92827,11.11818,51.10073,47.58089,30.25117,24.36548,8.905225
52.36721,80.34161,251.7317,379.9902,92.56542,63.08918,26.69449
43.38323,45.77381,66.39082,161.1777,51.60805,36.3536,12.78208
16.15126,49.02607,92.07915,243.9968,43.25096,26.12069,7.098267
134.3576,178.3143,279.7817,731.0109,181.1185,125.406,47.23588
26.9087,12.12948,74.54617,72.56776,24.15254,18.21241,14.0383
15155,3378.349,317.8436,9813.183,483.8604,356.4374,88.57564
535.3813,286.135,141.1418,913.4078,155.2807,104.557,23.52605
26.57617,17.49475,66.96909,86.89759,28.19129,19.91725,6.581728
81.848,172.6397,249.9054,748.087,144.011,104.2042,25.71761
35.80589,140.6516,279.9624,756.816,80.48701,63.41198,18.55429
67.63956,286.9315,720.9566,1432.154,197.7333,174.8794,34.32166
13.51773,68.75954,105.963,266.7856,37.20596,25.69919,6.332924
16.74807,9.466364,35.34915,41.56414,14.20111,6.370527,8.172807
77.8614,89.01482,81.74699,293.9928,76.73669,50.51068,15.40033
23.37382,20.4915,81.85637,90.75959,22.50792,10.98715,8.520864
20.34091,101.4769,156.7019,436.9139,70.3681,51.34087,9.306658
79.77216,187.5047,700.0154,1023.683,215.495,166.2993,54.9655
25.85842,115.8831,170.0768,529.2026,70.36266,49.33294,10.16051
162.1469,89.8867,165.3454,340.9072,103.6796,74.85128,35.73314
55.31475,123.7872,161.1328,463.6092,81.49316,55.18647,13.8255
161.4338,311.0263,357.3298,1044.132,167.5374,121.9313,29.42848
28.20559,76.08575,120.3495,286.4444,40.47443,24.82412,8.474152
47.02404,27.61959,83.23637,73.29118,42.30791,30.48959,8.66764
160.4392,639.0569,827.8314,2529.247,287.2915,214.6363,23.9329
40.05865,76.82068,171.1921,285.5056,67.96357,37.63041,14.49673
21.47501,80.19253,113.6779,296.7012,53.54122,33.92934,8.971424
91.21911,179.2804,191.2704,637.1868,139.6054,94.10883,24.94888
297.617,314.8324,238.4188,1043.317,204.0798,148.5452,14.10535
54.16792,219.3326,403.1637,1076.513,156.745,115.5129,14.73628
206.4785,170.0191,97.55196,532.1476,118.3937,78.5832,19.66763
67.81434,153.7062,237.6915,621.3287,115.2363,87.70199,20.78706
60.88329,366.999,988.2952,2004.095,255.924,226.4866,43.30507
44.47394,22.45868,93.49611,123.5816,48.22704,36.82201,20.51856
98.36709,270.6863,431.088,1060.338,213.4629,158.5899,21.45348
559.4995,546.5507,2748.962,3915.369,833.315,707.8204,187.7753
1129.104,414.9446,144.5532,1296.099,167.6694,119.8159,29.34578
45.19076,108.5118,257.6885,484.921,73.066,87.201,21.45791
13.44149,19.86568,63.2658,102.1707,29.7834,15.06258,6.292111
338.1875,442.8954,965.6643,2127.488,347.8434,272.6542,74.30876
104.9264,36.77184,211.8074,146.3849,75.83862,58.77127,33.94823
1466.255,566.9487,175.5968,1858.236,243.1252,173.2716,38.71622
65.01276,171.2379,576.3916,1150.31,130.9894,101.2514,44.26701
2138.396,448.4429,2579.692,2415.736,467.5998,466.1749,180.5483
60.50174,186.2904,434.7682,1026.165,139.9802,112.8643,23.69826
47.1764,184.6917,493.0557,914.1164,140.8474,120.1282,22.38174
18.77091,69.10514,123.45,304.88,39.89424,35.75952,9.447264
33.72579,80.82685,159.4418,361.7281,42.76701,34.98783,15.3919
44.8208,43.39495,191.7458,212.9442,78.63462,53.7514,18.72798
83.86568,108.9642,302.8634,501.1035,125.6598,102.7199,9.179573
40.63968,81.14002,335.1503,570.1021,100.8826,77.1394,24.30799
54.1176,86.70913,164.2015,321.3127,65.19592,48.15775,11.57677
73.30906,166.7044,158.1509,630.4727,139.9204,93.49659,16.81872
96.237,63.8527,201.5208,220.5698,109.5769,84.979,49.28488
284.0608,81.60973,402.4543,290.6348,135.9878,123.5857,99.72113
55.21636,222.8578,573.5388,1110.6,187.9451,165.1755,27.63762
311.6797,429.1867,517.5731,1582.954,257.2889,184.0016,39.53628
651.1059,826.495,1555.395,3523.469,789.1682,696.4639,253.5148
39.14825,199.1155,336.6212,870.1685,104.931,95.47974,11.08618
38.85444,28.13339,149.0984,97.99706,50.20183,26.58667,9.40351
28.89182,25.52277,175.8875,125.6741,58.17006,46.15825,25.98421
160.3605,274.0753,371.2859,1187.321,224.9708,174.7873,28.92572
17.26361,31.15145,45.73332,98.4081,32.02653,11.08036,9.031251
44.04104,98.38146,310.5396,592.2948,115.8415,96.46348,15.53333
1090.899,1494.312,1932.499,5878.438,802.8998,630.9974,70.40145
38.51171,44.59996,56.2921,66.40716,19.49989,14.09037,10.01915
127.4291,61.08233,150.7413,216.5718,112.9603,69.76616,17.51638
27.46984,18.32485,59.32976,64.4408,40.79537,23.29257,9.264725
330.2414,164.0866,401.1758,765.989,143.6836,125.4017,42.49141
49.61153,211.6176,490.3357,1249.522,177.192,140.4579,31.37526
49.53468,92.42897,320.5288,424.8881,128.3642,108.024,22.89563
3350.328,1296.716,721.6871,5355.249,677.684,533.9832,156.7125
154.2544,690.5049,1586.679,3888.498,563.8018,422.0892,50.33699
22.12683,57.99781,121.8165,354.3702,37.90036,30.35226,6.838717
40.82128,18.95171,152.2983,84.35545,74.41555,59.91154,23.74937
18.50046,41.63447,96.558,208.7046,49.18106,24.92099,10.42306
33.4654,28.87429,60.29716,100.7266,45.91819,29.91518,14.1634
62.52439,106.5511,152.8322,378.9839,90.46898,59.79855,18.32621
365.9143,328.0575,259.4147,1288.815,226.6802,162.1403,35.76223
30.37583,37.87147,119.85,225.7755,36.65226,7.374708,6.619778
55.38673,158.7148,234.5263,699.3261,124.1088,86.83755,21.21403
14.87554,43.81723,76.41732,191.3243,11.76316,12.29075,9.578103
725.0554,377.9624,212.9556,1416.282,221.6768,161.0027,40.70895
28.80498,24.99611,80.08505,88.20367,45.06451,40.16001,14.07285
606.6459,3179.735,5710.194,14575.74,1570.087,1323.981,108.3917
1384.461,1104.077,1115.116,4959.273,745.9832,577.0077,83.29055
47.82029,40.56975,64.77735,133.8651,42.45523,32.30527,9.73003
32.90708,54.70849,136.3047,228.7404,46.57988,32.5895,11.60452
60.26581,279.1539,485.3646,1373.124,208.8094,163.8181,28.34023
991.3644,541.4999,393.3816,2022.077,327.5475,229.8179,53.86776
77.57975,274.268,354.6811,982.2866,184.2119,131.4432,20.75509
48.84023,26.51692,132.687,133.094,34.93657,17.25195,7.273851
579.4037,728.5417,1395.506,2755.293,339.7816,281.9005,59.95491
2892.2,2002.187,2390.671,8577.315,1056.104,914.7896,152.6572
179.95,249.9567,224.8593,930.5526,197.4319,136.2449,27.48908
327.0205,72.06996,152.977,156.6373,34.63594,22.02055,10.81639
103.8075,28.38293,152.0601,128.1246,68.50803,57.75459,19.59497
39.19586,34.74554,117.4009,143.264,50.27329,29.87924,12.90156
17.4866,19.75044,18.04421,37.51235,9.239703,6.767561,8.689571
43.41171,18.94644,83.24579,61.75848,19.29189,21.68072,7.80587
47.24842,56.83243,249.4588,270.5479,105.551,68.68398,25.56207
191.5258,120.4524,465.098,315.1962,132.4493,118.5448,73.27567
157.666,232.2401,537.3231,860.988,241.5255,178.4099,31.40901
20.83432,34.24684,85.30953,213.7504,20.59431,14.99558,6.819046
34.52668,14.07124,28.18012,44.752,17.57341,7.312231,8.326197
170.9998,364.0522,462.9313,1471.944,272.5609,195.3779,36.10931
154.43,189.5051,369.9443,911.1217,206.638,149.5278,38.42434
109.0156,34.27908,201.6452,147.5753,93.65024,90.79632,24.77694
23.55352,99.96241,270.2612,714.027,76.61389,51.95084,21.05429
61.18915,308.4285,589.6895,1525.603,229.6012,157.8778,29.33417
11.89235,11.25891,30.64163,31.59271,13.39773,7.216442,5.286468
66.1481,250.3478,511.468,1051.9,223.5755,156.565,32.50425
80.75327,213.9062,578.0199,955.6573,130.451,107.5185,22.34368
41.48326,37.35432,162.8864,219.0404,58.39257,36.48487,19.00345
428.352,218.0062,437.4325,875.1631,167.9114,136.3751,50.29639
44.77726,145.8812,243.3847,601.2728,96.31294,54.18288,14.02941
31.61613,62.6235,145.2498,264.9708,57.85878,41.83881,13.14164
103.0912,184.5067,203.231,711.9532,176.5523,125.0193,20.76381
59.05686,58.97453,121.0478,176.834,100.3391,61.10978,34.43232
913.4984,438.3427,2116.327,2562.095,465.4082,401.6076,126.2402
88.58243,74.95564,262.0455,260.7687,127.9236,113.4516,55.32219
39.2262,18.72375,79.21011,79.01389,33.7402,17.51416,9.821464
19.46646,41.84597,96.91784,190.9556,24.62464,22.56136,7.20161
38.95523,103.5348,173.6893,396.2514,31.39265,22.60015,7.446507
21.19689,150.1351,267.1656,685.2408,83.86552,64.48225,17.65124
781.1605,372.2669,188.13,1134.924,166.0871,116.8116,27.33025
151.4814,93.75714,595.6288,370.5646,310.6906,231.8185,60.16481
148.2265,371.6799,449.7049,1446.728,260.8093,188.173,28.41208
108.2171,281.4247,548.6845,1269.173,207.2898,143.3422,33.64615
55.54501,123.7915,294.9652,550.6716,80.70773,72.83622,11.07398
1800.477,587.8886,192.4298,2056.547,223.8634,171.7511,43.25576
82.17616,31.52555,51.77352,108.1613,42.17284,34.38619,10.19765
3006.97,2050.18,1348.687,5334.317,826.5403,608.1755,162.0821
46.6331,55.80544,229.0221,176.0201,61.20774,30.08389,9.543233
56.68222,117.816,316.3394,599.8011,106.9494,58.55493,26.37506
72.17077,179.9488,205.5733,646.4875,140.8601,98.23514,13.8982
23.1985,38.3837,121.7365,197.8736,49.64789,33.20612,15.27607
343.6239,175.5269,1046.944,1265.163,274.4161,247.7309,95.34788
24.93218,10.55181,71.80527,69.61728,32.01801,21.11843,6.972287
499.3032,2670.598,2725.921,9017.973,954.3709,714.1068,42.52774
24.85641,97.69062,156.4191,422.3876,47.03092,35.44246,6.596939
19.62075,16.86525,58.86835,64.89876,25.42289,18.5236,6.788422
138.3631,219.9953,263.335,824.4705,156.3769,106.9062,13.62936
269.8557,56.14914,556.2603,334.2237,91.12064,92.17909,19.38841
478.7323,467.2544,335.8701,1703.535,199.9491,133.152,22.74953
17.62958,11.62222,27.96034,38.73183,21.54188,7.524553,5.902819
87.85558,138.5921,125.692,512.5034,121.1891,85.78968,15.8047
2025.277,732.9465,264.4171,2717.66,300.1823,222.2065,49.93912
113.951,386.4185,891.5392,2321.361,401.8268,286.9232,64.68835
109.4952,40.62971,224.0269,171.1046,78.18341,53.94975,31.99315
9336.208,1166.072,4796.921,4811.205,1105.71,1081.11,499.3309
21.66793,92.80149,84.72057,279.0777,57.5944,36.58615,12.36994
16.64527,45.89024,79.1319,169.7448,35.91259,22.30807,5.6315
223.1649,796.4472,2641.617,4691.008,842.0263,745.7728,170.2482
127.8773,149.4502,125.3003,558.1409,128.9446,88.36234,25.55428
55.45778,208.5193,367.6674,1051.276,179.4709,126.257,19.82692
21.80291,21.08753,56.00177,76.28976,34.04895,23.33969,5.386138
213.5738,188.1285,113.9392,618.8842,127.038,85.70031,16.35599
45.46215,162.404,490.45,842.3136,113.5516,99.76722,26.9067
900.1089,490.7877,266.2618,1876.564,246.277,178.347,41.93095
38.8135,86.18303,181.4889,350.7687,85.96777,63.63404,15.01153
125.9739,53.32901,131.6944,184.7659,88.72144,66.02966,41.17262
100.819,32.08441,121.7533,92.53187,15.88158,16.94014,8.870481
47.31453,123.6562,228.4138,591.8073,85.2538,51.43676,23.0374
257.5965,179.3925,115.6601,660.3015,122.4633,85.56713,23.37127
1090.069,200.1362,614.3607,810.1234,256.1296,202.3767,98.7504
30.34575,15.8628,110.5343,74.88203,33.53754,31.49619,8.955536
408.9499,278.1695,659.4739,1139.389,183.8596,158.1438,40.74126
29.17145,8.507457,44.16401,41.64148,10.48405,11.78962,7.677105
35.50026,25.26131,104.1039,97.54874,21.69698,22.93234,13.31257
78.70481,36.72319,32.2201,82.82127,26.08645,13.86696,5.952596
205.9209,328.3623,556.953,1425.894,243.6563,178.8248,43.14715
25.71545,17.61194,65.10333,63.49204,32.22777,25.03289,13.01523
20.70651,17.00712,106.3102,53.11379,12.62989,10.74754,13.78459
192.7883,149.335,403.4647,634.8975,114.3663,86.04382,26.26679
209.6365,26.87326,372.3505,191.5817,91.35193,74.04105,41.03579
77.86961,298.7355,424.5585,1158.878,183.6926,144.926,18.41754
162.4879,341.5762,472.3734,1462.892,271.2211,184.6423,46.74097
35.99821,85.46631,184.2983,470.0323,64.23958,44.39469,20.75382
71.1157,303.6567,799.6581,1710.088,257.1061,212.8645,41.96333
110.5985,211.6059,201.8799,652.6734,142.0641,101.3565,16.86231
4111.346,1222.138,394.2504,4062.741,321.5036,241.0206,81.76306
262.0291,493.8381,771.3481,1767.292,264.1671,188.1251,31.93318
1586.402,731.6181,358.587,2895.014,344.3993,241.7979,44.38878
87.86255,305.4798,962.6535,2139.916,293.8885,241.5248,61.65462
147.97,140.5655,386.2917,577.6372,123.1448,90.04497,26.16448
97.32636,27.14249,44.01093,72.60444,11.16637,8.871309,14.22288
20.48355,29.21456,94.74236,74.49789,19.93637,13.27607,8.010322
420.7282,750.1981,1773.469,3682.201,563.2074,433.0522,76.74242
41.14085,39.42846,150.2758,125.6545,51.67773,40.74889,16.57344
88.91316,58.22412,150.6405,176.7724,81.21605,56.71663,26.52171
116.8989,78.86118,185.8215,226.7606,100.1515,89.98116,71.72939
44.37644,38.8827,128.0865,131.3616,64.82966,45.52177,17.20566
25.97987,18.32776,70.24211,91.54382,45.70408,29.6387,5.163831
28.80362,118.9366,214.1841,594.618,79.9228,58.68775,12.92167
47.75885,39.19943,146.1567,127.871,61.02038,42.84677,16.7868
56.73073,81.61954,173.6152,383.0106,84.55378,62.75541,13.04371
41.90322,316.7967,316.1213,1318.562,220.0079,158.5318,15.61681
12.49823,39.70166,88.72313,165.9642,21.7505,17.94854,6.126792
31.06091,66.90261,186.8107,348.3589,44.97648,31.16255,17.51849
58.34221,138.0266,226.6423,499.1078,97.02288,66.70706,18.53169
20.50479,11.097,87.54705,42.82554,17.54333,6.716224,8.696812
388.0326,322.3636,266.0627,1125.396,198.2106,137.5529,43.72379
25.98104,33.23539,150.092,155.0934,53.47457,39.21957,25.68105
30.48203,7.019836,47.0787,53.37389,26.74713,10.05123,7.395823
70.69505,164.1552,182.9024,606.5844,119.5982,85.78386,15.18749
685.6898,414.6398,300.9938,1422.938,227.5634,162.0155,31.66264
374.3779,755.6939,885.2223,2708.212,484.2479,360.1216,62.87669
